"","lon","lat","species"
"1",-116.729378,34.632295,"Larrea tridentata"
"2",-116.405814,33.669647,"Larrea tridentata"
"3",-112.80379,31.951753,"Larrea tridentata"
"4",-116.308511,33.773618,"Larrea tridentata"
"5",-110.686662,32.222137,"Larrea tridentata"
"6",-116.623095,34.642656,"Larrea tridentata"
"7",-106.545192,31.831785,"Larrea tridentata"
"8",-111.872966,33.389357,"Larrea tridentata"
"9",-110.710348,32.205099,"Larrea tridentata"
"10",-116.254342,33.509422,"Larrea tridentata"
"11",-103.177952,31.067921,"Larrea tridentata"
"13",-115.918389,33.677319,"Larrea tridentata"
"14",-106.91127,33.794772,"Larrea tridentata"
"15",-111.156138,32.258004,"Larrea tridentata"
"16",-111.971573,33.823699,"Larrea tridentata"
"17",-116.1168,33.068153,"Larrea tridentata"
"18",-115.799904,33.681616,"Larrea tridentata"
"19",-117.113008,36.607518,"Larrea tridentata"
"20",-115.7939,33.860733,"Larrea tridentata"
"21",-116.939936,36.600407,"Larrea tridentata"
"22",-116.826382,34.786175,"Larrea tridentata"
"23",-116.766452,36.134612,"Larrea tridentata"
"24",-116.803443,35.958046,"Larrea tridentata"
"25",-116.932541,36.532265,"Larrea tridentata"
"26",-115.777525,33.846254,"Larrea tridentata"
"28",-116.317087,33.503036,"Larrea tridentata"
"29",-111.736305,33.361569,"Larrea tridentata"
"30",-116.939865,36.748287,"Larrea tridentata"
"31",-116.135579,35.396369,"Larrea tridentata"
"32",-115.3091,33.83005,"Larrea tridentata"
"33",-115.840628,33.648292,"Larrea tridentata"
"36",-116.879489,36.832712,"Larrea tridentata"
"37",-116.786487,36.450146,"Larrea tridentata"
"38",-116.413203,33.24653,"Larrea tridentata"
"39",-114.845939,35.981652,"Larrea tridentata"
"40",-115.806517,33.734955,"Larrea tridentata"
"41",-114.803542,36.038749,"Larrea tridentata"
"42",-116.405123,33.669711,"Larrea tridentata"
"43",-117.619485,35.365957,"Larrea tridentata"
"44",-115.978781,33.947727,"Larrea tridentata"
"45",-114.805866,36.037963,"Larrea tridentata"
"46",-114.573567,35.194458,"Larrea tridentata"
"47",-116.103216,34.110952,"Larrea tridentata"
"48",-114.796842,36.008685,"Larrea tridentata"
"49",-117.281665,36.033175,"Larrea tridentata"
"50",-117.241259,36.452744,"Larrea tridentata"
"51",-117.066708,36.664563,"Larrea tridentata"
"52",-116.799238,34.915492,"Larrea tridentata"
"53",-114.802129,36.039868,"Larrea tridentata"
"54",-115.828857,33.76545,"Larrea tridentata"
"55",-115.904045,33.925415,"Larrea tridentata"
"56",-116.823645,36.437537,"Larrea tridentata"
"57",-115.695883,33.691385,"Larrea tridentata"
"58",-116.102783,32.9754,"Larrea tridentata"
"59",-116.872105,36.461041,"Larrea tridentata"
"61",-116.407858,33.670282,"Larrea tridentata"
"62",-114.733721,35.715429,"Larrea tridentata"
"63",-117.001906,36.58775,"Larrea tridentata"
"64",-115.020311,36.105393,"Larrea tridentata"
"65",-116.566871,33.907876,"Larrea tridentata"
"66",-117.327694,36.191373,"Larrea tridentata"
"67",-117.147417,36.6071,"Larrea tridentata"
"68",-116.060793,33.998846,"Larrea tridentata"
"69",-114.804102,36.04155,"Larrea tridentata"
"70",-116.555311,33.808225,"Larrea tridentata"
"71",-116.992832,36.590661,"Larrea tridentata"
"72",-117.176356,36.824848,"Larrea tridentata"
"73",-114.8044,36.038201,"Larrea tridentata"
"74",-117.571538,36.694147,"Larrea tridentata"
"75",-117.461937,34.72673,"Larrea tridentata"
"76",-115.818576,33.733461,"Larrea tridentata"
"77",-116.644093,34.787931,"Larrea tridentata"
"78",-111.82631,33.83211,"Larrea tridentata"
"79",-116.212006,33.381438,"Larrea tridentata"
"80",-116.289713,36.424841,"Larrea tridentata"
"81",-114.805055,36.037435,"Larrea tridentata"
"82",-117.115912,36.606809,"Larrea tridentata"
"83",-117.907356,35.732113,"Larrea tridentata"
"84",-117.973228,35.36627,"Larrea tridentata"
"85",-116.155547,34.094758,"Larrea tridentata"
"86",-116.954999,36.6552,"Larrea tridentata"
"87",-114.846025,35.981591,"Larrea tridentata"
"88",-116.87949,36.832725,"Larrea tridentata"
"89",-116.946652,36.632377,"Larrea tridentata"
"90",-116.944925,36.608658,"Larrea tridentata"
"92",-114.805259,36.036796,"Larrea tridentata"
"93",-111.810658,33.60062,"Larrea tridentata"
"94",-116.082801,35.297115,"Larrea tridentata"
"95",-114.798697,36.010832,"Larrea tridentata"
"96",-116.995361,36.589446,"Larrea tridentata"
"97",-118.117736,35.126356,"Larrea tridentata"
"98",-114.5718,35.164501,"Larrea tridentata"
"99",-116.65172,36.360938,"Larrea tridentata"
"100",-117.271414,36.416724,"Larrea tridentata"
"101",-114.572597,35.194432,"Larrea tridentata"
"102",-99.74355,28.547389,"Larrea tridentata"
"103",-116.783037,36.451527,"Larrea tridentata"
"104",-114.845372,35.981662,"Larrea tridentata"
"105",-110.992304,32.233116,"Larrea tridentata"
"106",-110.994866,32.234823,"Larrea tridentata"
"107",-106.491904,31.843827,"Larrea tridentata"
"108",-111.429205,32.648322,"Larrea tridentata"
"110",-110.706924,32.219274,"Larrea tridentata"
"111",-115.021739,36.105291,"Larrea tridentata"
"112",-116.978602,36.720104,"Larrea tridentata"
"113",-112.148631,32.835588,"Larrea tridentata"
"114",-110.736546,32.18006,"Larrea tridentata"
"115",-113.265567,32.849668,"Larrea tridentata"
"116",-102.850189,32.038462,"Larrea tridentata"
"118",-117.034057,34.877513,"Larrea tridentata"
"119",-104.844632,31.854013,"Larrea tridentata"
"120",-116.846584,34.809245,"Larrea tridentata"
"121",-111.84092,33.76904,"Larrea tridentata"
"123",-106.040731,31.926724,"Larrea tridentata"
"124",-116.315422,34.133831,"Larrea tridentata"
"125",-115.194005,35.163598,"Larrea tridentata"
"126",-110.772099,32.278815,"Larrea tridentata"
"127",-103.064423,32.085429,"Larrea tridentata"
"128",-111.8343,33.76938,"Larrea tridentata"
"129",-115.44458,36.117614,"Larrea tridentata"
"130",-116.314762,33.207942,"Larrea tridentata"
"131",-116.263306,34.080388,"Larrea tridentata"
"132",-116.680683,33.890847,"Larrea tridentata"
"134",-116.110446,34.117838,"Larrea tridentata"
"135",-106.991874,34.105665,"Larrea tridentata"
"137",-117.809065,34.45127,"Larrea tridentata"
"138",-115.808419,33.733495,"Larrea tridentata"
"140",-102.872171,29.538109,"Larrea tridentata"
"142",-99.42746,27.093325,"Larrea tridentata"
"143",-114.762061,36.016994,"Larrea tridentata"
"144",-114.762117,36.017114,"Larrea tridentata"
"146",-100.047622,28.311787,"Larrea tridentata"
"147",-99.428566,27.574178,"Larrea tridentata"
"148",-103.711281,30.96381,"Larrea tridentata"
"149",-103.371703,30.945756,"Larrea tridentata"
"150",-116.335067,33.786228,"Larrea tridentata"
"151",-103.299095,29.270875,"Larrea tridentata"
"152",-118.431991,34.86295,"Larrea tridentata"
"153",-103.866291,30.952623,"Larrea tridentata"
"154",-110.8175,32.315322,"Larrea tridentata"
"156",-115.823742,33.748845,"Larrea tridentata"
"157",-116.146667,34.03,"Larrea tridentata"
"159",-116.310998,33.839682,"Larrea tridentata"
"160",-117.35775,34.454133,"Larrea tridentata"
"161",-103.16584,29.230332,"Larrea tridentata"
"162",-103.091632,29.243953,"Larrea tridentata"
"164",-114.303067,34.485129,"Larrea tridentata"
"166",-111.6784,33.305893,"Larrea tridentata"
"167",-116.425278,34.383505,"Larrea tridentata"
"168",-117.577592,34.559853,"Larrea tridentata"
"169",-116.037412,34.128363,"Larrea tridentata"
"170",-106.509087,31.836912,"Larrea tridentata"
"171",-104.526426,31.31678,"Larrea tridentata"
"172",-114.755954,32.71839,"Larrea tridentata"
"174",-114.510713,32.954547,"Larrea tridentata"
"175",-106.874002,32.377156,"Larrea tridentata"
"176",-115.019473,36.107558,"Larrea tridentata"
"177",-115.690178,32.648675,"Larrea tridentata"
"178",-115.018182,36.10306,"Larrea tridentata"
"180",-115.018133,36.103085,"Larrea tridentata"
"181",-111.405905,32.645108,"Larrea tridentata"
"182",-116.430058,33.107637,"Larrea tridentata"
"183",-105.015841,30.777327,"Larrea tridentata"
"184",-111.405625,32.645187,"Larrea tridentata"
"185",-116.40684,33.247165,"Larrea tridentata"
"186",-111.406747,32.645283,"Larrea tridentata"
"187",-115.984626,32.74975,"Larrea tridentata"
"188",-106.490633,31.784326,"Larrea tridentata"
"189",-117.283173,36.399178,"Larrea tridentata"
"190",-118.095011,35.161581,"Larrea tridentata"
"191",-103.1414,29.4218,"Larrea tridentata"
"192",-103.33369,29.33534,"Larrea tridentata"
"193",-117.147174,36.608741,"Larrea tridentata"
"194",-106.280246,31.707884,"Larrea tridentata"
"195",-106.512868,31.931691,"Larrea tridentata"
"196",-103.173553,29.660186,"Larrea tridentata"
"197",-117.872168,35.235798,"Larrea tridentata"
"198",-117.115116,36.607295,"Larrea tridentata"
"199",-116.293848,33.258065,"Larrea tridentata"
"200",-103.60167,29.16165,"Larrea tridentata"
"201",-106.503783,31.77207,"Larrea tridentata"
"202",-102.960981,29.182627,"Larrea tridentata"
"203",-106.557889,31.830606,"Larrea tridentata"
"204",-116.443281,33.85191,"Larrea tridentata"
"205",-114.417332,36.177146,"Larrea tridentata"
"206",-116.378272,33.008939,"Larrea tridentata"
"207",-112.823453,31.937581,"Larrea tridentata"
"208",-103.15156,29.37676,"Larrea tridentata"
"209",-114.750715,35.710411,"Larrea tridentata"
"211",-106.501689,31.773808,"Larrea tridentata"
"212",-110.967601,32.250147,"Larrea tridentata"
"214",-117.164323,34.749518,"Larrea tridentata"
"215",-106.503305,31.772926,"Larrea tridentata"
"216",-103.126093,29.54125,"Larrea tridentata"
"217",-106.513061,31.929995,"Larrea tridentata"
"218",-104.83077,31.039856,"Larrea tridentata"
"219",-115.788686,35.399375,"Larrea tridentata"
"220",-115.88932,35.371478,"Larrea tridentata"
"222",-106.590162,31.768941,"Larrea tridentata"
"223",-116.136283,35.193861,"Larrea tridentata"
"224",-106.503256,31.772915,"Larrea tridentata"
"225",-116.26342,35.096915,"Larrea tridentata"
"226",-118.241095,35.040491,"Larrea tridentata"
"227",-106.492829,31.782067,"Larrea tridentata"
"228",-106.259121,31.76403,"Larrea tridentata"
"229",-117.221961,34.645823,"Larrea tridentata"
"230",-116.531358,35.009156,"Larrea tridentata"
"231",-116.91094,34.919615,"Larrea tridentata"
"232",-111.198024,32.25423,"Larrea tridentata"
"233",-106.507172,31.777987,"Larrea tridentata"
"235",-118.168393,34.90828,"Larrea tridentata"
"236",-115.772944,33.650412,"Larrea tridentata"
"237",-102.991432,29.183022,"Larrea tridentata"
"238",-110.736856,32.179238,"Larrea tridentata"
"239",-111.77557,33.83744,"Larrea tridentata"
"240",-112.050159,34.425874,"Larrea tridentata"
"241",-106.38818,31.7766,"Larrea tridentata"
"242",-115.272889,36.035746,"Larrea tridentata"
"243",-116.948456,34.667699,"Larrea tridentata"
"245",-117.034187,35.031697,"Larrea tridentata"
"247",-112.729047,32.070805,"Larrea tridentata"
"248",-111.473288,32.040292,"Larrea tridentata"
"249",-112.180517,32.834634,"Larrea tridentata"
"250",-116.643413,33.924945,"Larrea tridentata"
"251",-115.790102,35.399573,"Larrea tridentata"
"252",-115.269988,32.766967,"Larrea tridentata"
"253",-116.314042,33.775555,"Larrea tridentata"
"254",-115.69611,34.893549,"Larrea tridentata"
"255",-103.190697,31.493033,"Larrea tridentata"
"256",-106.038588,31.920385,"Larrea tridentata"
"257",-116.11362,34.118145,"Larrea tridentata"
"258",-116.504734,33.63663,"Larrea tridentata"
"260",-116.374375,33.006539,"Larrea tridentata"
"261",-110.966603,32.131638,"Larrea tridentata"
"262",-112.066811,33.597333,"Larrea tridentata"
"263",-116.152031,33.983154,"Larrea tridentata"
"264",-106.763654,32.31994,"Larrea tridentata"
"265",-116.395509,33.600252,"Larrea tridentata"
"267",-116.566899,34.047086,"Larrea tridentata"
"268",-116.112109,34.119532,"Larrea tridentata"
"269",-116.108515,34.117205,"Larrea tridentata"
"270",-111.995659,33.544256,"Larrea tridentata"
"271",-106.506713,31.778663,"Larrea tridentata"
"272",-117.135343,34.482558,"Larrea tridentata"
"273",-116.038713,33.97867,"Larrea tridentata"
"274",-114.190787,35.981818,"Larrea tridentata"
"275",-106.468043,31.821218,"Larrea tridentata"
"276",-116.039917,34.128272,"Larrea tridentata"
"277",-116.09152,33.985236,"Larrea tridentata"
"278",-114.702418,33.313519,"Larrea tridentata"
"279",-116.399878,33.666815,"Larrea tridentata"
"280",-102.90286,29.122534,"Larrea tridentata"
"281",-116.688923,34.828604,"Larrea tridentata"
"282",-116.838024,34.906778,"Larrea tridentata"
"283",-116.329034,33.60588,"Larrea tridentata"
"284",-116.266984,33.546161,"Larrea tridentata"
"285",-115.918116,33.508839,"Larrea tridentata"
"286",-116.759227,36.908557,"Larrea tridentata"
"287",-116.553642,33.762663,"Larrea tridentata"
"288",-104.374804,32.711413,"Larrea tridentata"
"290",-115.270371,32.766316,"Larrea tridentata"
"292",-116.431394,33.110336,"Larrea tridentata"
"293",-116.408654,33.263077,"Larrea tridentata"
"295",-116.70208,34.82832,"Larrea tridentata"
"297",-116.631331,34.016135,"Larrea tridentata"
"299",-115.427167,36.135167,"Larrea tridentata"
"300",-114.677511,35.241138,"Larrea tridentata"
"301",-114.567235,35.198497,"Larrea tridentata"
"302",-106.493675,31.786747,"Larrea tridentata"
"305",-116.80547,34.8207199991152,"Larrea tridentata"
"306",-114.359978,35.22924,"Larrea tridentata"
"308",-116.45456,35.103999999112,"Larrea tridentata"
"309",-112.023125,33.542904,"Larrea tridentata"
"310",-116.091287,32.785322,"Larrea tridentata"
"311",-116.962979,36.694606,"Larrea tridentata"
"312",-111.496174,32.039294,"Larrea tridentata"
"313",-105.920787,32.921167,"Larrea tridentata"
"314",-116.8329,34.7725999991157,"Larrea tridentata"
"315",-115.871805,35.200222,"Larrea tridentata"
"317",-117.7169,34.114,"Larrea tridentata"
"319",-114.612315,32.697269,"Larrea tridentata"
"320",-116.64167,33.95083,"Larrea tridentata"
"321",-116.079437,34.090426,"Larrea tridentata"
"322",-113.265889,32.848734,"Larrea tridentata"
"323",-106.972919,34.08794,"Larrea tridentata"
"325",-117.164081,36.594569,"Larrea tridentata"
"326",-111.948451,33.513546,"Larrea tridentata"
"327",-117.079408,36.505389,"Larrea tridentata"
"329",-106.882428,34.351546,"Larrea tridentata"
"330",-116.104546,35.145501,"Larrea tridentata"
"331",-116.501678,33.961124,"Larrea tridentata"
"333",-115.42215,36.15667,"Larrea tridentata"
"336",-117.670454,35.562656,"Larrea tridentata"
"338",-115.384895,35.633822,"Larrea tridentata"
"339",-115.313586,35.801093,"Larrea tridentata"
"340",-104.879402,31.832548,"Larrea tridentata"
"341",-115.322359,35.789152,"Larrea tridentata"
"343",-115.302836,35.81764,"Larrea tridentata"
"345",-116.309378,33.837605,"Larrea tridentata"
"346",-106.491165,31.84417,"Larrea tridentata"
"347",-115.0183,36.102761,"Larrea tridentata"
"348",-115.449545,36.161454,"Larrea tridentata"
"349",-106.533136,31.896041,"Larrea tridentata"
"351",-115.42915,36.134623,"Larrea tridentata"
"352",-111.102418,32.194063,"Larrea tridentata"
"353",-106.042177,31.926094,"Larrea tridentata"
"354",-115.270228,32.766007,"Larrea tridentata"
"355",-111.130407,32.327826,"Larrea tridentata"
"356",-106.446794,31.848499,"Larrea tridentata"
"357",-106.546622,31.858699,"Larrea tridentata"
"358",-106.513653,31.898255,"Larrea tridentata"
"359",-103.171451,29.248133,"Larrea tridentata"
"360",-103.25963,29.316987,"Larrea tridentata"
"362",-115.113719,36.06277,"Larrea tridentata"
"363",-115.700748,35.434749,"Larrea tridentata"
"364",-110.982597,31.956423,"Larrea tridentata"
"365",-115.975,33.54556,"Larrea tridentata"
"366",-111.040192,31.949541,"Larrea tridentata"
"367",-116.406122,33.257811,"Larrea tridentata"
"368",-115.659444,34.5875,"Larrea tridentata"
"369",-115.795212,33.866425,"Larrea tridentata"
"370",-116.14568,32.6638999991423,"Larrea tridentata"
"371",-118.196323,34.66885,"Larrea tridentata"
"372",-115.8935,32.6742,"Larrea tridentata"
"373",-115.8575,33.1275,"Larrea tridentata"
"374",-114.729722,32.813056,"Larrea tridentata"
"375",-115.785599,33.866539,"Larrea tridentata"
"376",-114.40922,34.41775,"Larrea tridentata"
"377",-112.7335,32.0065,"Larrea tridentata"
"379",-116.314702,33.208962,"Larrea tridentata"
"380",-115.044722,33.5980559991299,"Larrea tridentata"
"382",-103.95983,29.471747,"Larrea tridentata"
"383",-115.466911,36.110767,"Larrea tridentata"
"384",-112.147815,32.835228,"Larrea tridentata"
"385",-115.246111,34.545833,"Larrea tridentata"
"386",-111.476555,33.455505,"Larrea tridentata"
"387",-114.541944,34.0844439991239,"Larrea tridentata"
"388",-106.978014,34.070294,"Larrea tridentata"
"389",-116.67959,34.2832399991215,"Larrea tridentata"
"391",-111.220093,32.292938,"Larrea tridentata"
"392",-112.501196,33.583363,"Larrea tridentata"
"393",-111.671219,33.85445,"Larrea tridentata"
"394",-116.5136,33.6667,"Larrea tridentata"
"395",-116.473577,33.099596,"Larrea tridentata"
"396",-116.387594,33.138647,"Larrea tridentata"
"397",-118.04609,35.57881,"Larrea tridentata"
"398",-117.766111,37.336667,"Larrea tridentata"
"399",-116.4147,33.6349,"Larrea tridentata"
"400",-116.4172,33.6358,"Larrea tridentata"
"404",-116.377916,33.136976,"Larrea tridentata"
"405",-115.270643,32.766589,"Larrea tridentata"
"406",-103.526,29.983,"Larrea tridentata"
"407",-116.52474,34.2753799991216,"Larrea tridentata"
"408",-116.499444,34.3394439991208,"Larrea tridentata"
"409",-116.48354,34.2792999991215,"Larrea tridentata"
"410",-116.6705,34.3257,"Larrea tridentata"
"411",-115.598487,35.056277,"Larrea tridentata"
"412",-115.12219,35.2981199991098,"Larrea tridentata"
"413",-116.68,34.325555999121,"Larrea tridentata"
"415",-115.124167,35.296944,"Larrea tridentata"
"417",-116.57746,34.2869599991214,"Larrea tridentata"
"419",-99.020411,27.331261,"Larrea tridentata"
"420",-115.473427,36.128618,"Larrea tridentata"
"422",-114.448738,32.824666,"Larrea tridentata"
"423",-111.155806,32.237488,"Larrea tridentata"
"424",-115.800556,32.7805559991407,"Larrea tridentata"
"425",-115.46927,36.166636,"Larrea tridentata"
"427",-116.106985,34.115784,"Larrea tridentata"
"428",-114.266221,34.441985,"Larrea tridentata"
"429",-115.901063,33.873399,"Larrea tridentata"
"430",-116.377079,33.140588,"Larrea tridentata"
"431",-115.233012,33.102566,"Larrea tridentata"
"432",-114.8425,34.938889,"Larrea tridentata"
"433",-115.98521,33.60696,"Larrea tridentata"
"434",-115.98522,33.60697,"Larrea tridentata"
"435",-116.42881,33.278191,"Larrea tridentata"
"436",-115.247222,33.913611,"Larrea tridentata"
"437",-115.893056,33.6305559991295,"Larrea tridentata"
"438",-116.219543,32.8638,"Larrea tridentata"
"439",-115.89292,33.63042,"Larrea tridentata"
"441",-115.386667,36.1819439991007,"Larrea tridentata"
"442",-115.719444,34.2513889991219,"Larrea tridentata"
"443",-115.65125,33.67385,"Larrea tridentata"
"445",-115.988278,32.807667,"Larrea tridentata"
"446",-115.45177,34.11923,"Larrea tridentata"
"447",-115.90167,35.63944,"Larrea tridentata"
"448",-115.67278,35.75083,"Larrea tridentata"
"449",-115.807571,33.72177,"Larrea tridentata"
"450",-115.019259,34.103134,"Larrea tridentata"
"451",-106.90945,34.062863,"Larrea tridentata"
"452",-114.862919,33.572151,"Larrea tridentata"
"453",-116.083333,35.3424999991094,"Larrea tridentata"
"454",-118.061467,36.809583,"Larrea tridentata"
"455",-116.25528,35.97194,"Larrea tridentata"
"456",-116.09083,35.89083,"Larrea tridentata"
"457",-115.6075,34.843611,"Larrea tridentata"
"458",-116.847778,34.8230559991152,"Larrea tridentata"
"460",-118.061389,36.809444,"Larrea tridentata"
"462",-116.533889,36.3116669990994,"Larrea tridentata"
"463",-115.681111,34.1091669991236,"Larrea tridentata"
"464",-117.022947,34.882701,"Larrea tridentata"
"465",-103.462598,31.418261,"Larrea tridentata"
"466",-115.65208,34.78188,"Larrea tridentata"
"467",-118.096389,36.815278,"Larrea tridentata"
"468",-117.386389,34.7302779991162,"Larrea tridentata"
"469",-111.9535,33.4535,"Larrea tridentata"
"470",-101.556614,29.804142,"Larrea tridentata"
"471",-114.8525,34.0186109991247,"Larrea tridentata"
"472",-115.17975,33.41322,"Larrea tridentata"
"473",-116.944646,36.214263,"Larrea tridentata"
"474",-116.60124,34.3335999991209,"Larrea tridentata"
"475",-116.5366,33.7381,"Larrea tridentata"
"476",-117.119987,36.607284,"Larrea tridentata"
"477",-116.726196,36.220554,"Larrea tridentata"
"478",-115.84873,33.1848,"Larrea tridentata"
"479",-114.55944,34.60056,"Larrea tridentata"
"480",-115.591667,34.560833,"Larrea tridentata"
"481",-115.63372,34.59022,"Larrea tridentata"
"482",-111.933039,33.419492,"Larrea tridentata"
"483",-114.559444,34.600556,"Larrea tridentata"
"484",-114.559417,34.600583,"Larrea tridentata"
"485",-115.967324,33.6948869991287,"Larrea tridentata"
"486",-116.1118,33.0191,"Larrea tridentata"
"488",-114.73995,34.88787,"Larrea tridentata"
"489",-116.642511,33.960048,"Larrea tridentata"
"491",-115.362222,33.788611,"Larrea tridentata"
"492",-111.934075,33.420228,"Larrea tridentata"
"494",-116.1731,32.9672,"Larrea tridentata"
"497",-116.15543,32.74746,"Larrea tridentata"
"498",-116.07131,33.9272049991258,"Larrea tridentata"
"499",-116.1683,32.7959,"Larrea tridentata"
"500",-116.30914,33.04962,"Larrea tridentata"
"501",-115.82806,35.9325,"Larrea tridentata"
"503",-115.693472,34.243611,"Larrea tridentata"
"504",-116.06723,35.88648,"Larrea tridentata"
"505",-116.067233,35.886483,"Larrea tridentata"
"507",-115.693611,34.243611,"Larrea tridentata"
"509",-115.69333,34.24361,"Larrea tridentata"
"511",-114.718745,36.712779,"Larrea tridentata"
"513",-116.31158,32.87717,"Larrea tridentata"
"514",-116.142294,34.0832989991239,"Larrea tridentata"
"518",-118.290842,34.921505,"Larrea tridentata"
"519",-116.147736,34.028515,"Larrea tridentata"
"525",-114.55645,34.49374,"Larrea tridentata"
"527",-115.804045,33.7083669991285,"Larrea tridentata"
"529",-116.4797,34.240199999122,"Larrea tridentata"
"530",-114.588056,32.751667,"Larrea tridentata"
"531",-114.58806,32.75167,"Larrea tridentata"
"532",-114.53389,32.79667,"Larrea tridentata"
"535",-116.15861,33.05833,"Larrea tridentata"
"536",-116.30644,33.86339,"Larrea tridentata"
"538",-116.16106,32.99463,"Larrea tridentata"
"539",-116.15497,32.90318,"Larrea tridentata"
"540",-114.156883,34.363367,"Larrea tridentata"
"541",-115.962778,32.796944,"Larrea tridentata"
"542",-103.199086,29.197201,"Larrea tridentata"
"543",-116.861937,36.455926,"Larrea tridentata"
"544",-116.16958,33.10924,"Larrea tridentata"
"545",-116.16419,32.82693,"Larrea tridentata"
"546",-116.32798,33.8185499991272,"Larrea tridentata"
"547",-114.79306,33.65611,"Larrea tridentata"
"548",-116.32797,33.81856,"Larrea tridentata"
"549",-116.30645,33.8633799991266,"Larrea tridentata"
"550",-115.96306,32.79694,"Larrea tridentata"
"551",-116.17361,33.15417,"Larrea tridentata"
"552",-115.21028,33.70611,"Larrea tridentata"
"553",-114.8,33.59167,"Larrea tridentata"
"554",-112.812487,31.941848,"Larrea tridentata"
"555",-116.16111,32.99461,"Larrea tridentata"
"556",-114.72806,33.61083,"Larrea tridentata"
"557",-115.48944,34.57667,"Larrea tridentata"
"558",-115.80141,32.7761299991408,"Larrea tridentata"
"560",-115.80142,32.77614,"Larrea tridentata"
"561",-115.72791,33.6281599991295,"Larrea tridentata"
"562",-114.411944,34.333889,"Larrea tridentata"
"563",-116.641111,33.942222,"Larrea tridentata"
"564",-115.40389,33.7213499991284,"Larrea tridentata"
"565",-115.352778,34.1025,"Larrea tridentata"
"566",-114.76861,34.8975,"Larrea tridentata"
"567",-115.82012,33.65187,"Larrea tridentata"
"568",-114.75425,33.64436,"Larrea tridentata"
"569",-114.8825,33.61594,"Larrea tridentata"
"570",-116.1265,33.1467,"Larrea tridentata"
"571",-115.35305,34.10275,"Larrea tridentata"
"572",-116.664,34.49747,"Larrea tridentata"
"573",-115.22389,33.70033,"Larrea tridentata"
"574",-114.41222,34.3339,"Larrea tridentata"
"575",-115.15433,33.0481799991371,"Larrea tridentata"
"577",-115.40389,33.72136,"Larrea tridentata"
"578",-114.75424,33.6443499991293,"Larrea tridentata"
"579",-115.83207,34.86062,"Larrea tridentata"
"580",-115.24746,33.908299999126,"Larrea tridentata"
"581",-115.72792,33.62817,"Larrea tridentata"
"582",-115.87331,32.78489,"Larrea tridentata"
"583",-114.768611,34.8975,"Larrea tridentata"
"584",-114.88251,33.6159399991297,"Larrea tridentata"
"585",-115.22388,33.7003399991286,"Larrea tridentata"
